22408;tabasalu-charma;Tabasalu Charma;63;Estonia;club
17308;taby;Taby;177;Sweden;club
19978;tabor-sezana;Tabor Sezana;165;Slovenia;club
16592;tachov;Tachov;52;Czech Republic;club
22873;tacoma-defiance;Tacoma Defiance;194;United States;club
2375;tacuarembo;Tacuarembo;195;Uruguay;club
17479;tacuense-w;Tacuense W;169;Spain;club
2165;tacuary;Tacuary;145;Paraguay;club
6272;tadamon-sour-tyre;Tadamon Sour Tyre;106;Lebanon;club
14761;tadjenant;Tadjenant;3;Algeria;club
17569;taffs-well;Taffs Well;202;Wales;club
24465;tafic;Tafic;27;Botswana;club
19123;taftea;Taftea;177;Sweden;club
23378;tagarps;Tagarps;177;Sweden;club
6571;taganrog;Taganrog;152;Russia;club
-180;tahiti;Tahiti;180;;selection
7756;tahiti-u20;Tahiti U-20;0;;club
23546;tainan-city;Tainan City;42;Chinese Taipei;club
23547;taichung-futuro;Taichung Futuro;42;Chinese Taipei;club
23549;taipei-red-lions;Taipei Red Lions;42;Chinese Taipei;club
23545;taipower;Taipower;42;Chinese Taipei;club
22964;taizhou-yuanda;Taizhou Yuanda;41;China;club
-181;tajikistan;Tajikistan;181;;selection
17161;tajikistan-u16;Tajikistan U-16;0;;club
5819;tajikistan-u17;Tajikistan U-17;0;;club
18016;tajikistan-u18;Tajikistan U-18;0;;club
4819;tajikistan-u19;Tajikistan U-19;0;;club
3819;tajikistan-u21;Tajikistan U-21;0;;club
12885;taborsko;Taborsko;52;Czech Republic;club
20119;tajikistan-u20;Tajikistan U-20;0;;club
23097;tak-chun-ka-i;Tak Chun Ka I;113;Macao;club
22668;taksony;Taksony;86;Hungary;club
18994;tajikistan-w;Tajikistan W;0;;club
6702;talaea-el-geish;Talaea El Geish;58;Egypt;club
15726;talavera-cf;Talavera CF;169;Spain;club
24014;talanta;Talanta;0;;club
14456;talinna-ulikool;Talinna Ulikool;63;Estonia;club
6354;taliya;Taliya;179;Syria;club
16930;ta-rennes;TA Rennes;69;France;club
20522;talleres-remedios;Talleres Remedios;9;Argentina;club
17016;talleres-cordoba;Talleres Cordoba;9;Argentina;club
13519;tallinna-infonet;Tallinna Infonet;63;Estonia;club
3371;tallinna-kalev;Tallinna Kalev;63;Estonia;club
14845;tallinna-infonet2;Tallinna Infonet-2;63;Estonia;club
15315;tallinna-kalev-w;Tallinna Kalev W;63;Estonia;club
16622;tallya;Tallya;86;Hungary;club
19571;taastrup;Taastrup;53;Denmark;club
16425;tallinna-kalev2;Tallinna Kalev-2;63;Estonia;club
11502;tamai;Tamai;94;Italy;club
21983;tamaraceite;Tamaraceite;169;Spain;club
18317;tamarite;Tamarite;169;Spain;club
23566;tambovd;Tambov-D;152;Russia;club
13623;tambov;Tambov;152;Russia;club
24863;tambuti;Tambuti;176;Eswatini;club
3369;tammeka-tartu;Tammeka Tartu;63;Estonia;club
15314;tammeka-w;Tammeka W;63;Estonia;club
21439;tammeka-tartu2;Tammeka Tartu-2;63;Estonia;club
9079;tampa-bay;Tampa Bay;194;United States;club
776;tampere-united;Tampere United;68;Finland;club
2575;tampines;Tampines;163;Singapore;club
17156;tampico-madero;Tampico Madero;123;Mexico;club
19572;tamsweg;Tamsweg;0;;club
14902;tamuk;TamU-K;68;Finland;club
1708;tamworth;Tamworth;60;England;club
18912;tanda;Tanda;48;Cote dIvoire;club
10815;tanjong-pagar-utd-fc;Tanjong Pagar Utd Fc;163;Singapore;club
17579;tanta;Tanta;58;Egypt;club
24204;tanzania-prisons;Tanzania Prisons;182;Tanzania;club
-182;tanzania;Tanzania;182;Tanzania;selection
17089;tanzania-u16;Tanzania U-16;0;;club
5818;tanzania-u17;Tanzania U-17;0;;club
14857;taraji-wadi-alnes;Taraji Wadi Al-Nes;142;Palestine;club
23889;tanzania-u20-w;Tanzania U-20 W;0;;club
22001;tarancon;Tarancon;169;Spain;club
885;taranto;Taranto;94;Italy;club
7155;taraz;Taraz;98;Kazakhstan;club
18309;tarazona;Tarazona;169;Spain;club
2131;tarbes;Tarbes;69;France;club
6875;targu-mures;Targu Mures;151;Romania;club
24417;targu-secuiese;Targu Secuiese;151;Romania;club
7513;taringa-rovers;Taringa Rovers;12;Australia;club
16459;targu-mures2;Targu Mures-2;151;Romania;club
12989;tarnby;Tarnby;53;Denmark;club
2894;tarsus-idman-yurdu;Tarsus Idman Yurdu;188;Turkey;club
2278;tarsus-ydmanyurdu;Tarsus Ydmanyurdu;188;Turkey;club
16445;taruppaarup-if;Tarup-Paarup IF;53;Denmark;club
14844;tarvas-rakvere;Tarvas Rakvere;63;Estonia;club
6747;tarxien-rainbows;Tarxien Rainbows;119;Malta;club
20232;tasinge;Tasinge;53;Denmark;club
15821;taskas;Taskas;111;Lithuania;club
23568;tasmania-berlin;Tasmania Berlin;74;Germany;club
18735;tasman-united;Tasman United;134;New Zealand;club
17574;tataouine;Tataouine;187;Tunisia;club
2230;tatabanya-fc;Tatabanya FC;86;Hungary;club
22388;tatran-chlebnice;Tatran Chlebnice;164;Slovakia;club
22371;tatran-krasno;Tatran Krasno;164;Slovakia;club
705;tatran-presov;Tatran Presov;164;Slovakia;club
6796;tatran-rakovnik;Tatran Rakovnik;52;Czech Republic;club
24520;tatran-sedlcany;Tatran Sedlcany;52;Czech Republic;club
24568;tatran-vsechovice;Tatran Vsechovice;52;Czech Republic;club
13805;tatvan-genclerbirligi;Tatvan Genclerbirligi;188;Turkey;club
23544;tatung;Tatung;42;Chinese Taipei;club
18822;taubate;Taubate;28;Brasil;club
17804;taunton-town;Taunton Town;60;England;club
6751;tauro-fc;Tauro FC;143;Panama;club
7182;tauras;Tauras;111;Lithuania;club
18050;tavagnacco-w;Tavagnacco W;94;Italy;club
1023;tavriya;Tavriya;192;Ukraine;club
12813;tavriyad;Tavriya-D;192;Ukraine;club
7992;tavsanli-belediye-linyitspor;Tavsanli Belediye Linyitspor;188;Turkey;club
14849;tb;TB;66;Faroe Islands;club
23016;tbilisi-city;Tbilisi City;73;Georgia;club
21399;tc-sports-club;TC Sports Club;117;Maldives;club
12546;tcw;TCW;28;Brasil;club
15566;team-bjmc;Team BJMC;17;Bangladesh;club
16174;team-thoren;Team Thoren;177;Sweden;club
17126;team-tg-ff;Team TG FF;177;Sweden;club
15197;team-vvcs;Team VVCS;0;;club
18728;team-wellington;Team Wellington;134;New Zealand;club
21735;team-wiener-linien;Team Wiener Linien;13;Austria;club
13789;tec;TEC;132;Netherlands;club
6406;tecnico-universitario;Tecnico Universitario;57;Ecuador;club
18295;tedeon;Tedeon;169;Spain;club
18989;tefana;Tefana;0;;club
